date,score,scoreText,title,text,replyDate,replyText,version,thumbsUp,criterias/0/criteria,criterias/0/rating,criterias/1/criteria,criterias/1/rating,criterias/2/criteria,criterias/2/rating
2022-08-16T19:33:08.887Z,5,5,,"Eu super recomendo o App é fácil de usar e faz uns 3 anos que uso e ele sempre acerta o dia que irei menstruar eu gosto bastante pelo fato de poder anotar as alterações que ocorreu durante o ciclo,fica até mais fácil para descrever quando necessita procurá um ginicologista.",,,1.744.264.GP,0,,,,,,
2022-07-06T06:31:51.108Z,5,5,,"Tenho esse app a 4 anos e ele é ótimo, nunca deu um problema se quer, armazena minhas informações, me dá alertas sobre minha saúde e ainda oferece fóruns de conversas de diversos temas, muito útil, prático e interessante.",,,1.744.264.GP,4,,,,,,
2022-06-27T17:22:04.605Z,5,5,,Me ajuda ter um melhor controle do meu dia a dia. Mas perdi meu histórico e todas informações principalmente as gestações e fiquei mal tinha histórico desde 2014 experdi tudo. Mas o aplicativo é bem fincional ajuda bastante.,,,1.744.264.GP,5,vaf_phase1_strength_training,3,vaf_never_display_positive_impact,1,,
2022-08-20T13:26:40.809Z,5,5,,Faço uso do app há 3 ou 4 anos. Muito prático para registrar as datas da menstruação e outros fatos importantes para acompanhamento. Recentemente fiz a troca do celular e não tive problemas com o backup . Gosto bastante e recomendo.,,,1.744.264.GP,0,,,,,,
2022-08-05T02:03:58.859Z,5,5,,"Ótimo APP! Já uso há mais de 5 anos. A previsão de menstruação é quase certeira (no meu caso, às vezes, erra por 1 dia de diferença). Amo também o fato de poder escrever notas sobre tal dia - ajuda a monitorar a saúde íntima. Ah, e tem o lembrete diário para tomar pilula que é uma mão na roda. Super recomendo ⭐️⭐️⭐️⭐️⭐️",,,1.744.264.GP,0,vaf_phase1_offline_viewing,1,,,,
2022-08-17T14:22:41.442Z,5,5,,"App muito usei antes de engravidar e apos mais de 2 anos sem usar, ao baixar novamente todas as minhas informaçoes anteriores estavam lá. Lembrem de sincronizar para salvar na nuvem.",,,1.744.264.GP,1,,,,,,
2022-07-15T09:30:33.870Z,5,5,,"Uso é intuitivo, o backup funciona super bem. Já troquei de telefones e este aplicativo me acompanha. Foi uma referência bacana para programar a chegada da nossa filha!!! ;)",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-21T02:23:18.677Z,5,5,,"Gosto bastante do APP, nunca tive problemas, legal que ele tem controle de peso e lembrete de água. A única coisa que seria legal se eles tivessem alguns avisos de dicas para saúde, como o lembrete de fazer o autoexame, preventivo e talz...",,,1.744.264.GP,0,,,,,,
2022-08-01T23:12:29.179Z,5,5,,"Ameiii o app, muito legal e bunitinho dá pra vc personalizar e etc, quase não tem anuncios!!!!! Uma coisa que eu gostei é que o nome dele quando vc instala é meu diário, é melhor do que ""clico mestrual"" assim fica melhor e mais privado no ceu celular Amei mesmo estou iniciando minha fase de mocinha e o aplicativo está me ajudando muitooooo",,,1.744.264.GP,0,,,,,,
2022-08-19T14:18:18.803Z,5,5,,Eu amei o aplicativo Achei super legal mas acho que deveria ter mais coisas tipo um aviso em despertador quando tem alguma coisa errada Um atraso menstrual prolongado e sem anúncio só isso fora isso o aplicativo é super excelente,,,1.744.264.GP,0,,,,,,
2022-08-02T22:45:47.499Z,5,5,,"PERFEITO! Super indico! Uso este APP à 2 anos. Vc pode registrar sua menstruação e ele fará uma previsão da próxima, e uma média do seu cíclo, assim vc ja fica sabendo quando estiver perto. Vc também pode colocar lembretes para remédios/anticoncepcionais, além de um bloco de notas P vc anotar o que quiser e deixar registrado. Logando com uma conta vc salva seus dados, e n perde nada se trocar de telefone. LEMBREM DE ESTAR SEMPRE SINCRONIZANDO PRARA NÃO PERDER NADA. Seguro, e extremamente útil. ❤",,,1.744.264.GP,0,vaf_never_display_considerate_of_time,1,vaf_offline_logging,1,vaf_phase1_strength_training,3
2022-08-21T02:03:28.519Z,5,5,,"Aplicativo maravilhoso, layout atrativo, recursos intuitivos, fácil de usar e de adicionar anotações como emoções, intensidade do fluxo, entre outros.",,,1.744.264.GP,1,,,,,,
2022-08-08T03:19:00.160Z,5,5,,"O app em si é maravilhoso,uso a uns 5 anos mais estou tentando fazer backup e não estou conseguindo,coloco que já sou usuário é meu e-mail e meu dados não são adicionados,minha interação no APP! muito triste com isso :(",,,1.744.264.GP,0,,,,,,
2022-08-11T09:35:50.893Z,5,5,,A partir do momento que conheci esta aplicação simpatizei com ela. Super aconselho! Sei sempre quando está para chegar o meu ciclo menstrual sem ter nenhuma surpresa indesejada quando chega. Muito boa aplicação!,,,1.744.264.GP,0,,,,,,
2022-08-16T09:25:03.229Z,5,5,,Simplesmente perfeito. Além de coisas da menstruação ele é super completo e tem diversas outras coisas como uma parte pra marcar quanta água bebeu e etc. Parabéns aos devs!!,,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-21T02:02:13.281Z,5,5,,"Aplicativo muito bom! Minha mãe usa a alguns anos já, e eu comecei a usar tbm, marca os dias da menstruação, os sintomas, emoções, fluxo, período fértil e muitos bixinhos legais para decorar o app :) Amei d+",,,1.744.264.GP,0,vaf_never_display_visually_bad,2,vaf_phase1_setting_goals,1,vaf_phase1_voice_controls,3
2022-08-28T14:59:04.642Z,5,5,,Gosto muito do app é ótimo. Já uso há dois anos e nesse período já aprimoraram bastante. O layout é bem simples e o app é alto explicativo,,,1.744.264.GP,0,vaf_phase1_setting_goals,3,vaf_never_display_visually_good,1,vaf_never_display_easy_to_use,1
2022-08-20T04:05:21.170Z,5,5,,"Excelente aplicativo, pois permite controlar o período menstrual e documentar as ocorrências. Um ótimo guia orientativo.",,,1.744.264.GP,1,,,,,,
2022-08-18T23:06:41.307Z,5,5,,"App ótimo! Atende a proposta de calendário menstrual e ainda tem outras funções como marcação de sintomas, previsões e muito mais! Amei!!!",,,1.744.264.GP,1,,,,,,
2022-08-02T17:50:29.985Z,5,5,,"O app é simples e tem algumas funções que não encontrei em outro, como pôde adicionar o dia que fez sexo, se foi protegido ou não, é um diferencial.",,,1.744.264.GP,0,,,,,,
2022-08-17T21:43:45.900Z,5,5,,"Não tem anúncios, pode usar off-line, é ótimo para monitoramento de emoções e sintomas também. Recomendo demais.",,,1.744.264.GP,0,vaf_period_tracking,1,vaf_phase1_verbal_feedback,3,vaf_never_display_visually_good,1
2022-08-29T17:46:42.724Z,4,4,,Excelente app!! Utilizo ha anos...Só que agora incluíram propagandas e ficou um pouco irritante.,,,1.744.264.GP,0,,,,,,
2022-06-25T00:56:01.719Z,5,5,,"App muito útil, tenho ele faz tempo e não troco por nenhum outro. Fácil de mexer, bonito e ainda nos avisa com antecedência pra já estarmos preparadas. Desenvolvedores, não mexam muito no app. Ele está ótimo assim.",,,1.744.264.GP,1,,,,,,
2022-06-27T21:37:05.600Z,5,5,,"Amo essa aplicativo, desde conheci não abandono! Nunca tive problemas com recuperação de dados (inclusive, meu celular quebrou e quando peguei o novo consegui recuperar todas as informações por causa do backup automático que ele faz).",,,1.744.264.GP,0,vaf_phase1_creating_routes,3,vaf_phase1_track_fitness_activities,1,vaf_never_display_app_description,1
2022-07-08T23:03:52.806Z,5,5,,"Estou gostando por enquanto, não tem propagandas no app não vi nenhuma só tem uma área que tem um Ad só mas nada de 30sgs de vídeo. Vou me acostumar qualquer coisa aviso aqui :) 08/07/2022 Gente tô descobrindo muito com o app tem informações que nem mesmo eu sabia do meu corpo e fui analisar com as informações do app, ele até na aba de relações protegidas/não mostra a tabela de probabilidade por conta de ovulação/prazer/ciclo",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-19T11:24:08.473Z,5,5,,"Uso há 6 anos e me ajuda muito! É bom entender meu ciclo e acompanhá-lo. Sempre dá uma previsão de início da menstruação muito assertiva. Acho legal que ele, ao longo do tempo de uso, consegue identificar se a média de dias do ciclo é de fato o que pensamos.",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-16T03:49:35.260Z,5,5,,"É maravilhoso usar este aplicativo, dá pra ter um controle detalhado do ciclo, anotações de sintomas e emoções, uma média de como costuma ser o seu ciclo, controle e lembrete de anticoncepcional, tem até lembrete para beber água 🥰 enfim, tô amando!",,,1.744.264.GP,0,,,,,,
2022-07-27T04:58:26.160Z,5,5,,"Uso esse aplicativo a 7 anos (quase 8 já), até estou refazendo essa avaliação. É incrivelmente perfeito, super amo cada função, ainda mais agr que vc escolhe o pet que quer, fica fofo. Estão de parabéns, eu amo e sempre é útil.",,,1.744.264.GP,0,,,,,,
2022-07-19T09:57:21.770Z,5,5,,"Gosto muito do app , já usei antes e estou usando novamente . Na minha gravidez só me dei conta graças ao app . Gosto muito e recomendo. Muito fácil de usar e quase n tem anúncio, raramente aparece um qnd abre o app",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-20T03:05:51.946Z,5,5,,"Amando. Simplesmente maravilhoso. Já precisei reservar celular,já troquei se aparelho e fazendo backup resolveu tudo de forma simples e fácil. A quase 3 anos usando app.",,,1.744.264.GP,0,,,,,,
2022-07-15T13:33:19.700Z,5,5,,"Uso há muitos anos e acho o mais completo, simples e leve. Também faz bkp o que é ótimo pra manter as informações quando se troca de celular ❤️",,,1.744.264.GP,0,,,,,,
2022-07-26T00:40:37.820Z,4,4,,"O app sempre foi muito bom e o uso a quase 2 anos. Infelizmente, está parando de mandar a notificação do remédio, e por isso ando esquecendo. Espero que arrumem logo.",2022-07-26T02:32:51.970Z,"Olá, gostaríamos de ajudá-lo! Devido às restrições do sistema Android, os lembretes podem ser eliminados em segundo plano. Você poderia entrar em contato conosco através de ""Definições - Comunicar erros""? E por favor, não remova os arquivos anexados. Isso nos ajudará a localizar o problema rapidamente. Agradecemos antecipadamente!",1.744.264.GP,0,,,,,,
2022-07-13T06:43:12.496Z,5,5,,"Amo! Simplesmente o melhor! Visualização simples, intuitiva e funções completas. Além de ser super fofo ❤️",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-06-26T07:42:01.706Z,5,5,,"Pra mim o aplicativo é ótimo, atende todas as minhas necessidades e não trava, mudei de telefone ,fiz o backup e reeintalei foi tudo certinho.",,,1.744.264.GP,2,,,,,,
2022-07-15T20:16:12.199Z,4,4,,"O App em si é ótimo. Estou usando a pouco tempo e tem me atendido bem, fácil de usar, um designer excelente e poucas propagandas!",,,1.744.264.GP,0,,,,,,
2022-07-30T18:14:44.585Z,5,5,,"App realmente funciona tinha baixado ele em 2015, preenchia tudo certinho conforme os dias passavam. E no mesmo ano engravidei, e hoje ela tem 5 anos. Ótimo app, recomendo para quem quer engravidar, OU evitar!",,,1.744.264.GP,0,,,,,,
2022-07-06T09:34:39.332Z,5,5,,"Aplicativo fácil de mexer, poucas notificações durante o mês, o que é bom e com as informações importantes logo quando abre o aplicativo. Recomendo!",,,1.744.264.GP,0,,,,,,
2022-07-31T16:24:12.100Z,5,5,,Só teve 1 vez que deu erro. De restante acertou meu ciclo. Mesmo ele sendo irregular. Mulheres que tem o ciclo irregular sabe o quanto é difícil calcular corretamente.,,,1.744.264.GP,0,,,,,,
2022-07-27T13:46:52.970Z,5,5,,"Ótimo aplicativo, muito fácil de usar! Muito intuitivo e sempre acerta as previsões do período, recomendo!",,,1.744.264.GP,0,,,,,,
2022-07-13T07:33:53.623Z,3,3,,"O aplicativo é ótimo, um aliado para mulheres. Mas eu tenho uma dúvida como que faço para ter acesso aos meus registros anteriores? Eu já fiz backup e não apareceu nada!",2022-07-14T02:27:40.412Z,"Olá, gostaríamos de ajudá-lo! Normalmente, se você fez backup antes, ele será restaurado automaticamente após fazer login na mesma conta. Você poderia nos dizer de que maneira você fez backup? Conta do Google ou outros? Você pode nos enviar mais detalhes em ""Definições -> Comunicar erros"". Obrigado.",1.744.264.GP,0,,,,,,
2022-07-02T08:00:10.956Z,5,5,,"Com certeza o melhor qe eu já tive, faz uns 4 anos que uso o APP e não vivo sem, me lembrar certinho da pílula, da menstruação e ovulação. O design do app tá muito bonito e tem uma imagem mt boa.",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-28T03:04:23.831Z,5,5,,"Gosto muito do app, pois auxilia a entender o ciclo e possi diferencial como descrever estado do humor, sintomas, sentimentos e sensações específicos sobre o ciclo feminino.",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-07-19T20:44:07.549Z,5,5,,Muito bom...uso à anos e nunca tive problemas...tive que desinstalar uma vez e qndo instalei de volta meus dados estavam todos registrados e salvos!,,,1.744.264.GP,1,vaf_phase1_gps_tracking,3,vaf_phase1_cardio_training,2,vaf_never_display_disruptive_ads,2
2022-08-01T14:51:02.129Z,4,4,,"Muito bom e fácil de usar🥰 Deveria ter a opção de inserir a pílula direto pela barra de notificações, quando aparece o lembrete.",2021-12-07T07:13:54.936Z,"Olá, obrigado por usar nosso aplicativo e nos dar sua sugestão. Levaremos sua sugestão a sério e tentaremos fazer algumas melhorias neste aspecto. Espero oferecer a você uma melhor experiência do usuário. Quaisquer outros problemas ou sugestões, não hesite em contactar-nos em periodcalendar.feedback@gmail.com. Tenha um bom dia!",1.744.264.GP,27,vaf_never_display_make_you_happy,1,vaf_never_display_inappropriate_ads,2,vaf_phase1_offline_logging,1
2022-06-11T15:00:17.768Z,5,5,,"Muito excelente 👏 parabéns aos criadores, me ajuda muito. E lindo também 💘 fácil de mexer. Ajuda bastante as meninas que não tem o ciclo regular. Amo demais 😍",,,1.744.264.GP,1,,,,,,
2022-07-02T14:18:22.361Z,5,5,,"O app é maravilhoso me ajudou muito esses dias e não trava o celular também tem várias opções de emoções,sintomas ,dores e outras coisas",,,1.744.264.GP,0,vaf_never_display_negative_ads_impact,2,vaf_phase1_real_time_following,1,vaf_phase1_verbal_feedback,2
2022-07-09T22:17:27.454Z,5,5,,"Adoro esse aplicativo, já troquei de celular e fica tudo salvo no APP e so baixar e colocar o e-mail e lá está todas as anotações ... simplesmente perfeito !!!",,,1.744.264.GP,0,,,,,,
2022-08-12T01:34:38.797Z,5,5,,"Eu amo esse app! Uso ele há anos e não pretendo trocar. Ele é leve, de fácil uso e preciso no ciclo menstrual. Super recomendo!",,,1.744.264.GP,0,,,,,,
2022-07-21T01:25:52.893Z,5,5,,"Eu amo!!! Uso o app há uns 4 anos e além de ser super completo ajuda muito com a organização, eu que sou esquecida é uma mão na roda com os lembretes.",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-22T12:51:50.660Z,5,5,,"Muito bom já tenho este app há muito anos. Todas as vezes que troco o aparelho eu baixo ele novamente, pois não fico sem ele.",,,1.744.264.GP,0,,,,,,
2022-07-12T13:23:33.918Z,5,5,,Muito bom. Fácil e prático. Dá pra fazer anotações. Mudar as datas. E fazer backup. Gosto muito. Parabéns 👏👏,,,1.744.264.GP,1,vaf_never_display_ads_experience,,,,,
2022-06-26T01:36:53.543Z,5,5,,"Sem dúvidas o melhor aplicativo da vida. Já uso a 5 anos e pretendo usar por muitos outros. A facilidade em usar, a configuração, o tema, as funções, é todo completo. Uso e recomendo ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-17T05:41:31.200Z,5,5,,"É mt facil de usar o ruim é n ficar de lado, ai pra quem a parte de cima do cell q n pega fica um pouco dificil de cm no meu caso. Mas fora isso o app é otimo e pratico de usar",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-26T20:03:06.611Z,5,5,,O APP é ótimo . recomendo baixar . Não tem muitos anúncios e é muito fácil de usar . Nunca travou o meu celular .,,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-01T21:49:38.933Z,5,5,,O aplicativo é bom muito simples e fácil de usar e pra ninguém saber se é um aplicativo individual só aparece escrito my calendário,,,1.744.264.GP,0,,,,,,
2022-08-09T21:36:30.554Z,5,5,,"Eu gosto muito deste calendário , eu recomendo, porque até agora foi o melhor e é melhor para mim faz tempo que eu tenho e agora estou grávida estou usando ele para contar as semanas gestacional 👍👍😘😘",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-07-29T11:32:34.536Z,5,5,,"Ele é ótimo. Simples de usar. Tem outras opções além da tabela, como gráficos.",,,1.744.264.GP,1,,,,,,
2022-06-24T00:42:20.918Z,5,5,,"Ótimo aplicativo!! Tô usando ele já tem mais de 2 anos e nunca travou , muito fácil de usar , e a atualização ficou ótima .",,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-08T16:23:33.872Z,5,5,,Pra mim é um dos melhores aplicativos para acompanhar o período menstrual. Já faz 3 anos que utilizo esse aplicativo e não há oque reclamar. 🥰,,,1.744.264.GP,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-07T13:29:40.315Z,5,5,,"Adoro esse APP, super fácil e útil. Desde que comecei a usar, tenho tudo muito organizado e nunca falha",,,1.744.264.GP,0,,,,,,
2022-08-23T17:57:34.659Z,5,5,,"Muito bom, bem acertivo, fazendo o backup recomendado não perdi nenhuma informação ao trocar de aparelho.",,,1.744.264.GP,1,vaf_never_display_useful_notifications,3,vaf_phase1_offline_logging,1,vaf_never_display_visually_good,1
2022-08-28T12:39:55.218Z,5,5,,"App excelente, ele da a data certinho, é muito fácil de controlar tbm.",,,1.744.264.GP,0,vaf_never_display_positive_impact,1,vaf_phase1_importing_recipes,3,vaf_never_display_deceptive_ads,3
2022-07-21T02:22:35.617Z,5,5,,Um aplicativo muito bom tenho 10 anos achei muito legal que ele é para todas as idades porque tem alguns que são para 12 isso é muito chato porque tem gente mais nova aqui pode virar mocinha então não acho nada mais justo do que isso,,,1.744.264.GP,0,,,,,,
2022-08-03T16:09:52.336Z,5,5,,"Melhor App que já utilizei até hoje , super recomendo, tenho semore 100% de precisão nas minhas datas previstas! Estão de parabéns!",,,1.744.264.GP,0,vaf_phase1_syncing_with_devices,1,vaf_phase1_guide_exercise,1,vaf_phase1_real_time_following,1
2022-06-26T20:36:47.325Z,4,4,,"Gostava muito. Mas infelizmente já não é mais tão acessível para usar não consigo alterar o mês, nem o dia da semana.",2022-06-27T10:47:32.583Z,"Olá, obrigado por seus comentários. Você poderia nos dar mais detalhes sobre o que você conheceu? Qualquer captura de tela será útil. Ele pode nos ajudar a localizar os problemas rapidamente. Você pode enviá-lo através de ""Definições -> Comunicar erros"". E nós forneceremos um serviço individual após receber seu feedback. Obrigado!",1.744.264.GP,0,,,,,,
2022-07-30T21:05:38.380Z,5,5,,"App excelente. Controla direitinho os períodos, fácil de usar e descomplicado!",,,1.744.264.GP,1,vaf_phase1_nutrition_plans,3,vaf_never_display_visually_good,3,vaf_offline_viewing,1
2022-07-05T20:58:41.589Z,5,5,,"Excelente aplicativo , cálculo preciso , muito útil e organizado . Me ajuda muito a conhecer meu ciclo...",,,1.744.264.GP,1,,,,,,
2022-07-14T12:30:24.389Z,5,5,,"Nunca havia de imaginar q um aplicativo iria m ajudar tanto. Queria a muito tempo dar um tempo no meu anticoncepcional, uma amiga m passou esse aplicativo, já estou a 6 meses com ele, e é certinho!",,,1.744.264.GP,0,,,,,,
2022-08-05T09:19:55.278Z,5,5,,"Ótimo, simples e objetivo. Fácil de entender e manusear.",,,1.744.264.GP,1,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-03T21:50:23.710Z,5,5,,App incrível... Consegui realizar meu sonho de ter minha filha graças a ajuda desse aplicativo e hoje 6 anos depois ainda continuo usando... Não abro mão dele,,,1.744.264.GP,0,,,,,,
2022-07-28T03:34:05.593Z,5,5,,"Aplicativo perfeito,meu melhor aliado nesses últimos meses,explica tudo direitinho sem erros . Estou gostando muito",,,1.744.264.GP,0,vaf_never_display_app_description,1,vaf_phase1_importing_recipes,1,vaf_phase1_tracking_workouts,1
2022-08-29T03:05:39.950Z,5,5,,"Uso desde 2018 e acho bem fácil e útil. Me atende bem, então nada a reclamar.",,,1.744.264.GP,0,,,,,,
2022-07-30T15:54:45.752Z,5,5,,"Uso o aplicativo a +/- uns 7 anos!! Simplesmente amo!! Já troquei 5 vezes de celular, o backup é impecável!",,,1.744.264.GP,1,,,,,,
2022-08-01T12:42:30.520Z,5,5,,"Melhor calendário eu uso ele a 2 anos e super recomendo, pessoal pode baixar sem medo ele é muito bom e o desainer e muito linda",,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-26T00:54:27.748Z,5,5,,"Excelente app, entrega o que promete e deixa livre a organização além de avisar tudo certinho.",,,1.744.264.GP,1,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-07-21T11:26:34.551Z,5,5,,Intuitivo e exato. Adorei. Enrim um app realmente me ajuda no controle da minha menstruação descontrolada,,,1.744.264.GP,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-17T21:06:37.762Z,5,5,,"Mto legal,e a opção de mostrar o período mais fértil é ótimo p quem está tentando engravidar.",,,1.744.264.GP,0,,,,,,
