date,score,scoreText,title,text,replyDate,replyText,version,thumbsUp,criterias/0/criteria,criterias/0/rating,criterias/1/criteria,criterias/1/rating,criterias/2/criteria,criterias/2/rating
2022-04-01T16:12:38.915Z,5,5,,"Uso esse aplicativo já tem alguns anos, nunca me deixou na mão. Todas as informações que tem nele ficam salvas mesmo se desinstalar o app e reinstalar. Super recomendo. Me ajudou durante a gravidez e mostra certinho os meus ciclos mesmo ele sendo completamente desregulado. Parabéns aos desenvolvedores.",,,3.6.9.6,3,,,,,,
2022-04-03T19:47:00.599Z,4,4,,"Eu já estava desistindo de achar um app que me ajudasse a tentar acompanhar um ciclo irregular. Esbarrei no Maia. E e ele faz isso!!!! A maioria dos apps só serve pra acompanhar um ciclo normal mas o Maia não... ele faz mais! Estou muitíssimo satisfeita!! Maia, fiquei GRÁVIDA!!!! E agora terei que ficar sem vc... poderia ter uma extensão para gravidinhas.",,,3.6.9.6,10,,,,,,
2022-03-09T14:46:09.749Z,4,4,,"Amo o Maia. Uso tem muitos anos, porém ele tem travado e fechado sozinho. O que tem dificultado o uso. Geralmente os problemas são solucionados rápido, mas esse está moroso. Adoraria continuar ser usuária do app, mas desse jeito é difícil.",,,3.6.9.6,7,vaf_phase1_tracking_workouts,2,vaf_never_display_difficult_to_use,2,vaf_phase1_training_community,2
2022-05-05T16:02:16.601Z,5,5,,"Simplesmente INCRÍVEL! Eu consegui monitorar muito bem os meus ciclos. Consegui analisar o meu humor e isso me ajudou bastante, pq quando eu percebia que estava estressada mais que o normal eu ia meditar. Então, esse app me ajudou bastante, além do que já promete. Nota 10! Adorei! Melhor app deste tema que eu já usei.",,,3.6.9.6,0,vaf_never_display_content_language,1,vaf_never_display_app_description,1,vaf_phase1_period_tracking,1
2022-05-21T22:38:41.549Z,5,5,,"O aplicativo em geral é bom para controlar o ciclo menstrual, mas tem muito anúncio. Não passa de uma página pra outra sem mostrar uma propaganda, bem cansativo!!",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-05-20T22:27:36.301Z,5,5,,"Uso este app ha um tempinho, e dentre outros que ja baixei (como teste), este foi o que mais gostei, tanto em relação à estrutura quanto às dicas e sugestões que ele proporciona para cada etapa do período.",,,3.6.9.6,3,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-23T13:32:33.280Z,5,5,,"Fácil de usar e muito prático! As dicas são muito boas, é possível um acompanhamento diário do ciclo.",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-13T04:43:02.429Z,5,5,,"Perfeito, até mesmo na parte grátis. Me ajuda muito, super recomendo pra quem quer ter um controle básico de todo o seu ciclo !! 💜✨",,,3.6.9.6,1,vaf_never_display_considerate_of_time,1,vaf_setting_goals,1,vaf_phase1_workout_diary,2
2022-06-02T22:18:48.417Z,5,5,,"O app é bem intuitivo, com um design muito moderno e fofo. Cumpre muito bem as funções disponibilizadas. Adorando;)",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-31T04:37:19.300Z,5,5,,"Gosto muito desse app, porque além de acompanhar o período, ele explica o porquê das alterações de humor, o que ajuda a entender cada fase.",,,3.6.9.6,0,,,,,,
2022-06-12T14:37:44.799Z,5,5,,"É uma excelente aplicativo, de muito fácil uso,bem completo. Simplesmente não fico sem,já uso a bastante tempo e sempre indico para outras usuárias.",,,3.6.9.6,0,,,,,,
2022-07-23T02:49:37.769Z,5,5,,"Aplicativo excelente, uso ele a anos e sempre foi certeiro em relação a data de fluxo, sintomas entre outras coisas. Amo muito!!",,,3.6.9.6,0,,,,,,
2022-07-17T03:27:49.479Z,5,5,,"Uso o Maia desde 2013 ( se não me engano) é perfeito , ele sempre acertou minha menstruação , por conta dele que suspeitei que estava grávida e foi tira e queda . Amo esse app me ajuda demais , e a se prevenir também . Porque sou perdida nos dias kk",,,3.6.9.6,0,,,,,,
2022-07-15T13:04:09.285Z,4,4,,"Eu acho o app bem intuitivo, ele atende minhas necessidades de controle de fluxo e período fértil. Sinto falta apenas de alguns ""sintomas"" como, cólica, cansada...",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-06-20T22:18:52.840Z,5,5,,Melhor app de acompanhamento de ciclo menstrual do mundo! Acerta absolutamente tudo.. sem falar que é um excelente bloco de notas da nossa vida particular. Amo 💝,,,3.6.9.6,0,,,,,,
2022-06-07T16:03:14.565Z,5,5,,"Esse aplicativo e maravilhoso, descobri que estava grávida usando ele, queria tanto ficar grávida 🤰 e usava as dicas e sugestões que ele oferece. Hoje minha princesa está com 03 aninhos.",,,3.6.9.6,0,,,,,,
2022-06-18T02:05:41.441Z,5,5,,"Muito bacana, ajuda muito no controle de humor com as dicas, e períodos férteis . Saber que dia vai descer se já está atrasada etc... tô gostando.",,,3.6.9.6,0,vaf_phase1_smartwatch_support,3,vaf_phase1_leaderboards,3,vaf_phase1_gps_tracking,3
2022-08-26T18:21:36.822Z,3,3,,"Muito bom, mas tive que emendar uma cartela na outra e as tomadas continuam como se tivesse feito a parada, ou seja o App não aceita esse tipo de situação.",,,3.6.9.6,0,,,,,,
2022-06-30T17:43:25.275Z,5,5,,"Adoro esse app, me ajuda muito sem falar que tem um diário de como estão os sintomas e fala sobre cada período que vc passa durante o mês.",,,3.6.9.6,0,,,,,,
2022-08-18T01:45:20.606Z,5,5,,"Muito bom depois do Maia comecei a me conhecer melhor tudo começou a fazer sentido, o por que disso o por que daquilo... a gente apreende q tudo faz parte do momento em q nosso organismo tá passando assim refletindo nas nossas atitudes. Enfim antes do Maia não sabia nem quando é q minha menstruação vinha se tava longe ou perto... Hj sou muito grata a esse app por ter trago luz pra minha vida💖.",,,3.6.9.6,0,vaf_never_display_meet_expectations,1,vaf_phase1_strength_training,3,vaf_phase1_syncing_with_devices,3
2022-04-13T10:21:07.800Z,5,5,,"Um dos melhores! Precisão certíssima. É tiro e queda. Acerta sempre, além de ter várias informações adicionais para podermos conhecer nosso ciclo. Parabéns! ❤. (esse comentário foi em 2018 e agora em 2022 continua bom)",,,3.6.9.6,0,vaf_period_tracking,1,vaf_phase1_offline_logging,1,vaf_phase1_track_fitness_activities,1
2022-03-14T18:53:54.527Z,5,5,,"De todos os aplicativos que já utilizei de longe o Maia foi o melhor, super explicativo referente aos períodos pré e pós menstruação! Obviamente, ainda assim não substitui a consulta regular com ginecologista.",,,3.6.9.6,2,,,,,,
2022-03-16T08:58:24.583Z,5,5,,"Atende perfeitamente o proposto, o aplicativo faz muito mais que te ajudar a acompanhar o seu ciclo, mas nós ajuda a nos entender e melhorar a nossa rotina em determinados períodos. Obrigada aos desenvolvedores 🥰",,,3.6.9.6,0,,,,,,
2022-04-10T21:39:36.636Z,3,3,,"Uso bastante, mas sinto falta de atualizações. Faço uso a bastante tempo e os lembretes diários continuam bem similares.",,,3.6.9.6,0,,,,,,
2022-04-05T23:12:04.668Z,5,5,,"Excelente, prático e se colocar todas as observações certinhas e conhecer seu corpo, o app acerta direitinho e dar as dicas e respostas precisas e certas. Amando de verdade.",,,3.6.9.6,0,vaf_never_display_difficult_to_use,1,vaf_phase1_gps_tracking,3,vaf_phase1_tracking_weight,3
2022-03-28T23:23:40.900Z,1,1,,"Não consegui perceber a diferença entre a versão paga e a gratuita, ao final do mês irei cancelar, pois até o Apoio Premium não funciona e o botão para entrar em ctt tb não.",,,3.6.9.6,0,,,,,,
2022-05-30T06:23:45.525Z,5,5,,"é boy,tá lindo boy! Meninas, juro ,eu recomendo a usar o aplicativo!!! Fácil de usar ,além do mais é fofo e tem funções fofas de colocar seu humor entre outros...achei uma gracinha. Ele acerta em cheio de quando começa e quando termina o ciclo!!!",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-03-14T16:33:59.330Z,5,5,,"Eu amo esse aplicativo. É fácil de usar, as informações ficam disponíveis a todo tempo, As previsões de sintomas e sentimentos me ajudam muito a entender o tempo do meu corpo, as anotações sao práticas,",,,3.6.9.6,6,,,,,,
2022-08-04T17:13:56.831Z,5,5,,Esse aplicativo é sensacional já tenho eles vários anos engravidei com ele e também consigo fazer uma prevenção com ele sem palavras simplesmente maravilhoso.,,,3.6.9.6,0,,,,,,
2022-03-04T12:33:47.753Z,3,3,,"No começo eu amava, mas ele começou a calcular meu ciclo errado. Meu ciclo é de 28 dias e ele sempre calcula a próxima menstruação bem antes, fica parecendo que sempre está atrasada mas não está.",,,3.6.9.6,0,vaf_never_display_ease_of_use,,,,,
2022-06-24T13:44:48.925Z,5,5,,"Gostei do formato da plataforma, as informações e a possibilidades que o app fornece. E o design é lindo tbm!",,,3.6.9.6,0,,,,,,
2022-05-25T15:41:12.110Z,5,5,,"muito bom, faz um tempinho que já estou usando esse app, as previsões são certas ou chegou perto de acertar, tem várias dicas boas e coisas importantes, ótimo!! <4",,,3.6.9.6,0,,,,,,
2022-07-13T17:00:58.958Z,4,4,,As dicas de como vou estar me sentindo naquele dia é ótimo. Sinto falta da opção de registrar cólica e líbido baixa média ou alta.,,,3.6.9.6,0,,,,,,
2022-03-26T11:22:54.915Z,3,3,,"O app estava ótimo até eu mudar de aparelho, agora não consigo fazer login pois o app não mostra o que é escrito, fica tudo em branco.",,,3.6.9.6,1,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-05-10T14:18:20.377Z,5,5,,"Muito legal, fácil e simples de usar. As propagandas aparecem mais que antes, mas não chega a ser um incomodo.",,,3.6.9.6,0,,,,,,
2022-04-07T02:30:04.555Z,5,5,,"Adoro o Maia, uso há muito tempo. Inclusive como uma espécie de diário de saúde, uma vez que podemos fazer notas no app.",,,3.6.9.6,0,vaf_never_display_useful_notifications,1,vaf_phase1_voice_coach,3,vaf_phase1_smart_scales,1
2022-06-09T14:52:12.663Z,5,5,,App incrível! É surreal as predições que ele faz e ajuda muito no autoconhecimento. Super indico!,,,3.6.9.6,0,,,,,,
2022-06-04T00:01:22.826Z,4,4,,É um aplicativo que uso há anos. Gostaria de ter como compartilhar os gráficos para fazer uma planilha. Isso é possível na versão paga?,,,3.6.9.6,0,,,,,,
2022-07-31T04:20:14.956Z,3,3,,"Muita, mas muita propaganda... Ficou ruim, precisa pagar. Mas, de resto é legal.",,,3.6.9.6,0,,,,,,
2022-02-06T21:13:15.828Z,5,5,,"Uso há mais de 7 anos e poucas vezes me decepcionou, é bem certinho. Só gostava que tivesse mais opções para quem tem miomas (e sangramentos maiores que 10 dias, que é o máximo que se pode marcar) e ovários policísticos. Mas para mim é o melhor.",,,3.6.9.6,0,,,,,,
2022-05-30T20:16:07.667Z,5,5,,"O aplicativo não está mais mostrando os índices de cor nad datas do calendário do periodo, antes dava para saber o período fértil e TPM agora não aparece mais",,,3.6.9.6,0,,,,,,
2022-08-02T11:05:29.766Z,5,5,,Muito bom o app! As funcionalidades gratuitas ajudam muito no controle do ciclo.,,,3.6.9.6,0,,,,,,
2022-04-11T10:37:33.810Z,5,5,,Muito bom o app. Me ajudou muito principalmente em relação a TPM. A gente se prepara melhor pra lidar com a nossa ciclicidade.,,,3.6.9.6,0,vaf_never_display_visually_good,1,vaf_phase1_smartwatch_support,2,vaf_never_display_negative_ads_impact,2
2022-05-24T15:14:51.410Z,5,5,,"Muito bom, vc coloca os sintomas e ajuda muito, saber que alguma emoção é pq o fluxo está por vir, tbm gostei que coloca os período férteis...",,,3.6.9.6,0,,,,,,
2022-08-17T22:57:44.999Z,5,5,,"esse app é perfeito. as funções são incríveis, dão dicas sensacionais e é super fácil de usar",,,3.6.9.6,0,vaf_never_display_content_language,1,vaf_phase1_importing_recipes,1,vaf_phase1_smartwatch_support,1
2022-08-08T22:07:45.440Z,5,5,,"Muito bommmm, adoro ele. Todas as meus sintomas e humor, bate igual está lá. Recomendo bastante ele, ainda mais para meninas e mulheres que não queira engravidar. A única coisa q n gostei é pq n da pra compartilhar",,,3.6.9.6,0,,,,,,
2022-06-07T00:25:25.788Z,1,1,,"O aplicativo não permite que eu preencha as exigências do cadastro,me falaram muito bem dele,mas se eu não conseguir me inscrever, do que vai adiantar indicações?",,,3.6.9.6,1,,,,,,
2022-04-24T12:12:04.253Z,5,5,,"Excelente app, faz tempo que tenho e não troco. Consigo acompanhar tudo em relação ao ciclo.",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-03-17T05:29:00.562Z,5,5,,"Eu tô amando o app, mas ele poderia deixar a gente personalizar as mensagens do dia a dia com mais letras, para ficar mais divertido",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-02-22T11:09:16.190Z,5,5,,"Muitooo bom... Instalei agora e ja ameii. Muito facil de usar. Só acho que poderia deixar livre pra pessoa adicionar as quantidades de pílula anticoncepcional. Na minha cartela mesmo, sao 22 comprimidos. Mas o app nao da essa opcao. Somente 21/ 24 /28. Mas fora isso amei demais.",,,3.6.9.6,43,,,,,,
2022-06-17T09:39:32.791Z,5,5,,Apesar de estar usando a pouco tempo é um app fácil de entender e usar e super completo.,,,3.6.9.6,0,,,,,,
2022-04-10T05:16:53.181Z,5,5,,Uso ele a 7 anos e pra mim é o melhor. Se vc quiser a versão prata é só indicar 2 amigas pra baixar e usar. Amei ♡♡♡♡ esse app.,,,3.6.9.6,0,,,,,,
2022-06-10T21:41:21.270Z,5,5,,"Excelente aplicativo! Uso a muito tempo e realmente tem me ajudado muito mesmo, super recomendo. Sensacional 😃",,,3.6.9.6,0,,,,,,
2022-07-11T01:58:52.694Z,4,4,,"Adoro o app, mas atualmente não consigo ver meu período fértil... apenas a data do início do ciclo",,,3.6.9.6,0,,,,,,
2022-06-17T14:50:36.645Z,5,5,,"Ótimo aplicativo, com dicas, interação com os usuários, prático e assertivo com o ciclo menstrual.",,,3.6.9.6,0,vaf_period_tracking,1,vaf_never_display_spend_more_time,3,vaf_phase1_strength_training,1
2022-05-14T11:31:54.707Z,5,5,,Ótimo para o controle! A template é bem lindinha e ele é todo intuitivo. Amo,,,3.6.9.6,0,vaf_phase1_tracking_weight,1,vaf_phase1_strength_training,2,vaf_phase1_offline_logging,3
2022-02-22T15:26:45.715Z,5,5,,"Uso o app já tem uns 2 anos, super fácil de entender e muito eficiente quando vc conhece seu corpo,e de grande valia....continuo achando um ótimo app",,,3.6.9.6,11,vaf_phase1_workout_diary,2,vaf_phase1_real_time_following,2,vaf_phase1_tracking_weight,3
2022-06-24T20:53:41.955Z,5,5,,Ótimo! Adoro a interface. É prático. Tem o que preciso e ainda dá ótimas dicas.,,,3.6.9.6,0,vaf_phase1_cardio_training,2,vaf_never_display_content_language,1,vaf_never_display_disruptive_ads,1
2022-04-13T00:20:17.976Z,5,5,,"Esse aplicativo é excelente, não falhou em nada, é muito explicativo e de fácil utilidade, super recomendo.",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-04-05T16:09:15.674Z,5,5,,"Gosto muito do app! Acho ele bem simples de usar, uso há anos, já usei outros e não chegam nem perto da qualidade.",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-22T19:37:21.131Z,5,5,,"Muito bom, app completo e sem aquelas toneladas de propagandas.",,,3.6.9.6,0,,,,,,
2022-08-11T18:32:07.328Z,5,5,,Uso a mais de um ano e tem me ajudado bastante a entender e acompanhar meus ciclos. Excelente 👏,,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-07T10:47:26.170Z,5,5,,"Prático, descomplicado e com boas informações.",,,3.6.9.6,0,,,,,,
2022-08-11T10:40:12.252Z,4,4,,"Ótimo app, cumpre suas funções com excelência.",,,3.6.9.6,0,,,,,,
2022-08-14T18:21:33.555Z,5,5,,Seria legal se o app tivesse opção gravidez e de sintomas de gravidez.,,,3.6.9.6,0,,,,,,
2022-04-28T14:00:51.880Z,5,5,,Muito bom. Ajuda a compreender o ciclo e ter uma percepção da data da menstruação. Recomendo.,,,3.6.9.6,0,,,,,,
2022-04-25T17:24:08.000Z,3,3,,"Eu até gosto desse app, mas poderia ter mais opções de ""sintomas"" como mudar os nomes dos emogis""..",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-06-10T04:51:05.360Z,5,5,,"Amo esse aplicativo!! Uso ele faz um bom tempo e sempre me agradou, já comprei a versão paga e vale muito a pena!!",,,3.6.9.6,0,,,,,,
2022-08-26T10:28:10.421Z,5,5,,"Ótimo aplicativo! Informações precisas, acompanhamento importante.",,,3.6.9.6,0,,,,,,
2022-04-14T11:33:23.594Z,5,5,,"Ótimo app. Além de fácil manuseio, dicas incríveis, tem um design lindooooo.😍👏",,,3.6.9.6,0,,,,,,
2022-06-27T13:40:08.937Z,5,5,,"Muito bom, ajuda a observar as fases do ciclo duas emoções e sensações",,,3.6.9.6,0,,,,,,
2022-06-22T01:57:16.420Z,5,5,,Um app com informações úteis e bem intuitivo! Estou amando!,,,3.6.9.6,0,vaf_phase1_smartwatch_support,3,vaf_never_display_make_you_happy,1,vaf_phase1_creating_routes,1
2022-07-18T12:33:30.622Z,5,5,,"Muito bom, as datas batem certinho, até ajuda a gente a se organizar. .",,,3.6.9.6,0,,,,,,
2022-07-19T10:24:58.100Z,5,5,,"Me ajuda bastante a me orientar com relação aos meus ciclos, e é bem acertivo.",,,3.6.9.6,0,vaf_phase1_verbal_feedback,2,vaf_phase1_tracking_weight,2,,
2022-06-14T14:29:48.980Z,5,5,,Ótimo app de monitoramento do ciclo. Uso há muito tempo.,,,3.6.9.6,0,,,,,,
2022-06-26T17:39:22.260Z,5,5,,"Já são anos que uso este app para acompanhar meus siclos menstruais, e não troco por nenhum outro! Amo!",,,3.6.9.6,0,,,,,,
2022-07-18T11:06:13.185Z,5,5,,"é um aplicativo legal , dá para fazer as marcações dos dias menstruais. O bom é que calcula minha mestruacao de forma exata",,,3.6.9.6,0,vaf_phase1_3rd_party_music,3,vaf_never_display_deceptive_ads,3,vaf_phase1_gps_tracking,3
2022-07-26T12:09:13.556Z,5,5,,O app é perfeito para acompanhar o ciclo menstrual.,,,3.6.9.6,0,,,,,,
2022-03-29T11:27:06.939Z,5,5,,"Fácil de usar, intuitivo, bonito e prático. Cumpre com oq propõe!",,,3.6.9.6,0,vaf_never_display_positive_impact,1,vaf_phase1_cardio_training,2,vaf_phase1_training_plans,2
2022-08-25T04:47:04.490Z,5,5,,"Fácil, funcional e prático.",,,3.6.9.6,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-06-16T19:33:07.922Z,5,5,,Muito bom o app. Uso já faz um tempão! Completo e fácil de usar.,,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-08T11:03:16.890Z,5,5,,"O melhor, adoro esse app, desde que instalei ele, eu consigo ter policiamento quanto ao meu ciclo, e as dicas tbm, me ajudam muito!!!",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-04-11T13:44:32.262Z,5,5,,"Me ajuda bastante a me organizar, falei desse app pra minha ginecologista e ela também aprovou!",,,3.6.9.6,0,,,,,,
2022-05-13T14:38:07.960Z,5,5,,"Eu uso esse app desde o final de 2018 e não desgrudo dele! Obrigada Maia, por ser minha confidente, desde 2018 😊",,,3.6.9.6,0,,,,,,
2022-06-08T08:31:15.464Z,5,5,,"Ótimo aplicativo ❤️😍 já tem um tempão que tenho ele, e um bom de tudo é que é GRÁTIS.",,,3.6.9.6,0,,,,,,
2022-05-06T03:21:00.645Z,5,5,,Super fácil e intuitivo. De todos que tentei usar foi o que mais gostei.,,,3.6.9.6,0,,,,,,
2022-07-01T17:21:33.396Z,4,4,,"Gostei bastante, so não vi muito a diferença do premium para o não pago.",,,3.6.9.6,0,,,,,,
2022-03-16T00:27:41.614Z,5,5,,Gosto do lembrete de pílula e aviso do período feril. Bem útil. Além de dicas sobre hormônios.,,,3.6.9.6,0,,,,,,
2022-03-24T12:54:28.900Z,5,5,,"O melhor app para controle de Ovulação, ele correspondeu a todas as minhas expetativas !!!",,,3.6.9.6,0,,,,,,
2022-04-28T11:25:04.129Z,5,5,,"Ótimo app, consigo acompanhar meu ciclo. Bom para adolescentes que ainda não sabem qual é seu ciclo. Indique para as minhas sobrinhas.",,,3.6.9.6,0,,,,,,
2022-03-26T01:50:18.811Z,5,5,,"App maravilhoso, organizado, fácil, e te dar várias dicas legais....",,,3.6.9.6,0,,,,,,
2022-06-30T00:33:21.732Z,5,5,,excelente! muitas informacoes e facil utilizacao.,,,3.6.9.6,0,,,,,,
2022-03-16T10:16:05.409Z,5,5,,Um ótimo app! Utilizo o Maia há mais de 6 anos e dá certinho os dados sobre os meus ciclos.,,,3.6.9.6,0,,,,,,
2022-08-02T11:51:27.997Z,5,5,,"Fácil de mexer , sem complicações",,,3.6.9.6,0,,,,,,
2022-05-03T13:31:28.753Z,5,5,,"O Maia é uma gracinha. Ajuda muito. Muito muito bom. Porém, poderia não ter propagandas!",,,3.6.9.6,0,,,,,,
2022-05-30T18:14:15.835Z,5,5,,"Gosto do aplicativo, uso para acompanhar meu ciclo,é fácil e simples.",,,3.6.9.6,0,vaf_phase1_training_plans,2,,,,
2022-05-21T11:04:36.301Z,5,5,,"Muito prático, me permite adicionar notas e personalizar observações sobre o meu ciclo.",,,3.6.9.6,0,vaf_phase1_creating_routes,2,vaf_never_display_content_language,1,vaf_never_display_difficult_to_use,2
2022-04-26T17:21:38.563Z,4,4,,"Ótimo, e template lindo, mas gostaria de mais especificações, como cólica, dor de ovulação, grande apetite, etc.",,,3.6.9.6,0,vaf_phase1_training_plans,2,vaf_phase1_period_tracking,1,vaf_phase1_guide_exercise,2
2022-05-08T22:03:12.255Z,5,5,,eles são maravilhosos! Eu tinha perdido a minha conta e a equipe recuperou para mim❣️🙏🏻😀 estou muito grata. App nota 10000000,,,3.6.9.6,0,,,,,,
2022-04-07T18:01:49.497Z,2,2,,"Eu adoro o app uso há 4 anos. Mas recentemente tive que mudar a data do meu remédio, e o app não me deixa trocar",,,3.6.9.6,0,vaf_never_display_ads_experience,,,,,
2022-05-31T14:06:04.781Z,5,5,,"Ótimo aplicativo para quem quer acompanhar o ciclo menstrual, com facilidade de mexer no aplicativo",,,3.6.9.6,0,vaf_never_display_spend_more_time,2,vaf_phase1_guide_exercise,1,vaf_offline_viewing,1
2022-04-07T22:44:00.329Z,3,3,,Minha irmã não está conseguindo iserir os dados dela no xiaomi note 10 128gb ela digita na caixa de login mas n aparece oq ela escreve.,,,3.6.9.6,0,,,,,,
2022-04-03T21:40:41.988Z,2,2,,Tá ficando muito chato esse app. Cheio de anúncios e travando muito,,,3.6.9.6,0,,,,,,
2022-03-23T20:07:30.620Z,5,5,,"Gosto muito do App, sempre bate direitinho as datas mencionadas. Consigo sentir confiança",,,3.6.9.6,0,,,,,,
2022-04-26T15:28:41.132Z,3,3,,"Troquei de celular e agora não consigo mais fazer login na minha conta, sempre aparece um página de erro. :/",,,3.6.9.6,0,,,,,,
2022-04-01T19:09:30.549Z,4,4,,"Aplicativo é bom,só uma ideia ,insiram mais opções contraceptivos como o diu para a gente anotar...",,,3.6.9.6,1,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-04-07T19:50:58.955Z,4,4,,"Simples, prático, fácil e funcional.... Ameeeei 😍",,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-03-24T01:19:09.532Z,5,5,,Adoro acompanhar meu ciclo pelo Maia. É prático e funcional. Adoro!,,,3.6.9.6,0,,,,,,
2022-07-20T07:59:25.650Z,5,5,,Fácil de usar e extremamente preciso.,,,3.6.9.6,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-07-20T11:02:47.769Z,5,5,,"App simples, objetivo e MUITO FUNCIONAL!",,,3.6.9.6,0,,,,,,
