date,score,scoreText,title,text,replyDate,replyText,version,thumbsUp,criterias/0/criteria,criterias/0/rating,criterias/1/criteria,criterias/1/rating,criterias/2/criteria,criterias/2/rating
2022-08-16T15:39:18.462Z,5,5,,"Ferramenta excelente. Me ajudou demais quando decidi engravidar, monitoramento do período fértil, deu tudo certo. E é ótimo para a correria do dia a dia, te lembrando da próxima menstruação. É tudo de bom!",,,70.0,0,,,,,,
2022-07-28T00:09:57.861Z,5,5,,"Ótimo aplicativo. Pretendo obter a versão paga. Uma sugestão seria ele mandar notificações e/ou e-mail pro meu marido no início e final da TPM e ovulação... Não sei se na versão paga faz isso. Gosto do design também, super intuitivo. App nota 10",2022-07-28T12:36:49.439Z,"O feedback dos nossos utilizadores é muito importante para nós. Estamos constantemente à procura de formas de melhorar a nossa aplicação e agradecemos a tua sugestão. Teremos todo o prazer em transmiti-la à equipa relevante para consideração. Para mais ajuda, escreve-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,vaf_never_display_make_you_happy,1,vaf_phase1_smartwatch_support,3,vaf_phase1_tracking_workouts,3
2022-08-06T20:23:25.835Z,5,5,,"Acompanho meu ciclo pelo app já tem mais de 1 ano, a 1 e 3 meses que eu não uso nenhum tipo de anticoncepcional, e tem uns 9 meses que minha menstruação regulou, e o app sempre acerta o dia que ela vem, as vezes vem no dia exato as vezes 1 ou 2 dias antes, mas nunca depois, acho ele maravilhoso, mas isso pq eu anoto td certinho, e pq o meu ciclo é de forma natural sem nada de remédio, e é maravilhoso ter o ciclo regulado, me ajuda mto!",,,70.0,0,,,,,,
2022-07-20T10:21:09.480Z,4,4,,"Gosto bastante do app. Uso há muito tempo. Mas as notificações de fertilidade, tpm, menstruação não chegam no meu celular. E estão todas ativadas.",2022-07-21T10:52:11.487Z,"Olá, alguns dispositivos Android vêm com configurações ativas, que impedem que as notificações de alguns aplicativos funcionem corretamente. Uma solução simples seria verificares isto no teu dispositivo e observar se essa função está ativa. Para mais ajuda contata-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-06T23:56:45.687Z,5,5,,"Amo esse aplicativo há anos. A interface é minimalista, fácil de usar e com poucos meses ele já consegue trazer dados bem precisos sobre o calendário menstrual.",,,70.0,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-07T13:08:27.219Z,4,4,,"Gosto muito desse aplicativo, porém havia parado de usar porque o registro de pílula combinada não sai. Já mexi, já olhei tópico por tópico e não consigo tirar. Não aparece o registro da janela de fertilidade",2022-08-10T15:07:39.829Z,"Olá, agradecemos o contacto. Se tiveres um contraceptivo hormonal ativado no teu perfil, a janela da fertilidade ficará automaticamente desactivada. Podes alterar esta opção em Menu > Perfil (clica sobre o nome e email) > Contraceptivo > Nenhum. Para mais informações, escreve-nos em support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-05T22:39:28.280Z,5,5,,"O APP antes da atualização era melhor (layout e manuseio), mas ainda assim dos apps gratuitos é o melhor na minha opinião, tudo fica registrado e consigo monitorar o meu ciclo.",,,70.0,0,,,,,,
2022-08-11T22:58:50.481Z,4,4,,"O app é ótimo,só acho que tinham que ter outras opções de monitoramento,como por exemplo cor do sangue, autoestima,entre outros,deixaria o app ainda melhor do q já é",2022-08-16T16:12:00.762Z,"O feedback dos nossos utilizadores é muito importante para nós. Estamos constantemente à procura de formas de melhorar a nossa aplicação e agradecemos a tua sugestão. Teremos todo o prazer em transmiti-la à equipa relevante para consideração. Para mais ajuda, escreve-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,vaf_phase1_leaderboards,3,vaf_never_display_easy_to_use,1,vaf_phase1_strength_training,3
2022-08-25T14:42:40.597Z,5,5,,"Uma excelente ferramenta para a nossa saúde, seja íntima ou mental. Sempre faço os registro e não me perco nos acontecimentos e imprevistos.",,,70.0,0,vaf_phase1_voice_coach,2,vaf_phase1_tracking_weight,1,vaf_never_display_easy_to_use,1
2022-08-16T11:59:57.650Z,5,5,,"aplicativo muito preciso e de fácil manuseio, as informações são simples e claras, os períodos batem certinho, amo usar o Clue, vale muito a pena, recomendo!",,,70.0,0,vaf_phase1_cardio_training,3,vaf_offline_viewing,1,vaf_phase1_smartwatch_support,3
2022-08-17T14:32:33.319Z,5,5,,"O app é muito bom pra quem não tem a data certinho como eu, o ciclo tá sempre variando e o clue sempre me dá uma noção nem aproximada da próxima data.",,,70.0,0,,,,,,
2022-08-01T17:17:47.437Z,5,5,,Do dia pra noite so consigo ver a parte do ciclo a circunferência. Nao tem acesso mais a monitoramento ver o calendário. Nada .... Nao consigo por o dia da menstrucat intensidade do sangramento nada de nada 😢,2022-08-02T11:50:54.100Z,"Olá, agradecemos o contato. Lamentamos saber que estejas a ter problemas técnicos no uso da nossa aplicação. A melhor forma de te podermos ajudar é através do contato em support.helloclue.com/hc/pt. Podes submeter um pedido e nós entraremos em contato contigo assim que possível. Espero ter ajudado. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-01T23:10:32.869Z,2,2,,"Não mostra a data de ovulação e de fertilidade. E não é possível mudar os dados no ciclo, eu só descobri depois que meu ciclo dura mais dias e não é possível alterar essa informação.",2022-08-03T11:57:44.160Z,"Olá, agradecemos o contato. Provavelmente tens um método contraceptivo hormonal ativo no teu perfil, o que desativa a janela de fertilidade e dia de ovulação. Para verificares isto, clica nos três pontos no canto superior direito > clica no teu nome > Contraceptivo > nenhum. Para mais ajuda, escreve-nos a partir de support.helloclue.com/hc/pt.
",70.0,0,,,,,,
2022-08-07T20:15:05.868Z,5,5,,"Aplicativo perfeito! Muito bem feito, não tem um monte de anúncio, interface bem lindo e fácil de usar",,,70.0,0,,,,,,
2022-08-11T17:40:28.428Z,5,5,,"O app é muito bom,eu uso a dois anos e nunca tive problemas.E ele normalmente acerta quando vai iniciar meu próximo ciclo,raramente erra.",,,70.0,0,vaf_phase1_lockscreen_display,3,vaf_never_display_visually_bad,3,vaf_phase1_guide_exercise,1
2022-08-27T14:39:36.628Z,5,5,,"Gosto muito, sempre acerta minhas previsões, minha única reclamação é q por duas vezes deu um bug onde sumiu as minhas marcações, mas fora isso tudo tranquilo",,,70.0,0,vaf_never_display_ease_of_use,,,,,
2022-07-14T01:56:04.584Z,5,5,,"Vale muito apena baixar esse app, tá me ajudando muito a saber quando q minha namorada vai ficar naqueles dias, e eu já vou preparando para ajudar ela nesse período. Sem contar tbm q o app tem muitas informações q para nós homens pode ajudar muito, e tem até dicas para melhorar o ciclo q para os homens é muito bom saber. Caras vale muito apena instalar esse app para vcs ajudaram sua namorada nesse período, vcs não vão se arrepender.",,,70.0,0,vaf_phase1_3rd_party_music,2,vaf_real_time_following,1,vaf_phase1_voice_controls,3
2022-07-19T15:47:05.440Z,5,5,,"Muito bom, realmente ajuda bastante a se organizar no dia a dia sem temer a vinda da menstruação, além das previsões serem exatas.",,,70.0,0,vaf_phase1_strength_training,2,vaf_phase1_tracking_weight,2,vaf_never_display_content_language,1
2022-07-18T16:02:28.547Z,5,5,,"Me ajudando muito a monitorar meu ciclo. No começo senti um pouco de dificuldade para entender mas depois com o tempo percebi que é fácil, eu quem tinha problema em entender meu próprio ciclo kkkkkkkkkk",,,70.0,0,vaf_phase1_smartwatch_support,3,vaf_never_display_meet_expectations,1,vaf_period_tracking,1
2022-07-18T21:56:14.793Z,5,5,,"Este app é incrivel, só queria mais opcões gratuitas e que ele me notificasse quando necessário. Ele raramente erra as previsões e quando erra é um dia ou dois!",,,70.0,0,vaf_phase1_workout_diary,2,vaf_phase1_personal_coaching,2,,
2022-08-29T01:38:00.246Z,5,5,,"Já venho usando o Clue por mais de dois anos e estou muito satisfeita. As previsões quase sempre caem na data certa, o que mais gosto no aplicativo.",,,70.0,0,,,,,,
2022-08-09T01:32:43.620Z,1,1,,"Baixei para usar como lembrete da pílula, e pra esse fim ele é péssimo. O alarme só tocou uns 3 dias, depois parou. Melhor usar o despertador do telefone.",2022-08-10T15:21:45.310Z,"Agradecemos o contato. Lamentamos saber que a aplicação Clue não tenha atingido as tuas expectativas. Procuramos sempre por melhorar, por isso gostaríamos de ouvir mais feedback da tua parte. Podes contactar-nos através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-08T00:48:49.794Z,5,5,,"É muito bom , è um aplicativo desenvolvido por mulheres e tem muito coisa grátis, tanta coisa que eu nunca vi necessidade em comprar a parte opcional. Muito bom mesmo",,,70.0,0,vaf_never_display_spend_more_time,1,vaf_phase1_gps_tracking,3,vaf_phase1_offline_viewing,1
2022-07-31T17:08:37.250Z,5,5,,Muito bom para acompanhar os ciclos. Quando o app entende que está acontecendo algo fora do normal ele avisa. Dá dicas importantes. Parabéns para as desenvolvedoras.,,,70.0,0,,,,,,
2022-08-25T14:03:03.763Z,5,5,,Aplicativo otimo e em varias linguas para controlar nossos ciclos e emoções. Muito bom!,,,70.0,0,,,,,,
2022-08-18T07:31:33.706Z,1,1,,"Um app que monitora fertilidade e apoia o aborto, faz críticas de uma forma totalmente enviesada, que se diz inclusivo, mas cheio de preconceitos velados, não receberá um centavo meu. Acabei de desinstalar.",,,70.0,0,,,,,,
2022-07-16T15:39:05.924Z,5,5,,"Excelente aplicativo, ele monitora super bem e sempre acerta os dias de menstruação. Isso pq eu não preencho todos os dias.",,,70.0,0,vaf_never_display_app_description,1,vaf_never_display_content_language,1,vaf_period_tracking,1
2022-08-07T02:21:35.479Z,4,4,,"Gosto do aplicativo porém acho que faltam algumas coisas, como sintomas e recalcular para saber de quanto é o período...",2022-08-10T14:47:29.187Z,"O feedback dos nossos utilizadores é muito importante para nós. Estamos constantemente à procura de formas de melhorar a nossa aplicação e agradecemos a tua sugestão. Teremos todo o prazer em transmiti-la à equipa relevante para consideração. Para mais ajuda, escreve-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-22T17:16:17.683Z,5,5,,"Adoro este app uso ja fazem alguns anos, inclusive troquei de apple para androide e deu tudo certo, nao perdi nenhuma informação do app na transferiancia",,,70.0,0,,,,,,
2022-07-18T10:49:02.748Z,5,5,,"Minha menstrucao é muito desregulada, e com isso posso lembrar, mas sinto falta de opcoes como a cor da menstruação, um botao para regular o atraso",2022-07-19T15:11:24.153Z,"Agradecemos o contato. Estamos constantemente à procura de formas de melhorar a nossa aplicação e agradecemos muito a tua sugestão. Teremos todo o prazer em transmiti-la à equipa relevante para consideração. Podes controlar o atraso menstrual ativando o lembrete 'Menstruação atrasada': Mais>Lembretes>Menstruação atrasada. Atenciosamente, Clue.
",70.0,0,,,,,,
2022-08-23T23:32:01.137Z,5,5,,App fácil de usar e se marcar tudo certinho apresenta zero erros! Eu adoro e indico!,,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-23T12:59:45.533Z,1,1,,"Tenho o app há alguns anos, era perfeito, mas agora vive travando... não dá para usar direito.",2022-08-23T14:57:58.539Z,"Olá, agradecemos o contato. Lamentamos saber que estejas a ter problemas técnicos no uso da nossa aplicação. A melhor forma de te podermos ajudar é através do contato em support.helloclue.com/hc/pt. Podes submeter um pedido e nós entraremos em contato contigo assim que possível. Espero ter ajudado. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-01T23:03:45.595Z,3,3,,"O aplicativo é ótimo, porém ultimamente não está como antes o aplicativo fica a todo momento fechando mas fora isso o aplicativo é ótimo",2022-08-02T12:02:24.840Z,"Olá, agradecemos o contato. Lamentamos saber que estejas a ter problemas técnicos no uso da nossa aplicação. A melhor forma de te podermos ajudar é através do contato em support.helloclue.com/hc/pt. Podes submeter um pedido e nós entraremos em contato contigo assim que possível. Espero ter ajudado. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-05T00:54:34.350Z,5,5,,É maravilhoso! me ajuda muito a entender melhor minhas mudanças durante o meu ciclo! super indico,,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-23T05:10:50.449Z,5,5,,App maravilhoso até quem tem a menstruação descontrolada o app coloca o dia certinho q vai descer e etc nunca me deu problema sempre ajudou e muito ...,,,70.0,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-07-26T14:35:42.890Z,5,5,,"Amo o app, uso há anooooos e gosto muito. É bem explicativo, tem muitas informações sobre o ciclo, acho super legal.",,,70.0,0,,,,,,
2022-08-18T22:01:02.243Z,5,5,,O app é muito bom! Dá para monitorar e ter uma previsão do período menstrual.,,,70.0,0,vaf_phase1_tracking_weight,3,vaf_never_display_difficult_to_use,2,vaf_never_display_useful_notifications,1
2022-07-24T22:42:38.837Z,4,4,,"Ele é maravilhoso, masss ele não tm uma previsão muitooooo,muitooooo,muitooooo boa. Só até mas... Ele é muito bom valeu a pena eu ter instalado!!!!",,,70.0,0,vaf_phase1_training_plans,3,vaf_phase1_3rd_party_music,2,vaf_never_display_deceptive_ads,2
2022-07-27T09:23:56.308Z,1,1,,"Aplicativo que apoia e incentiva o aborto Baixei para monitorar meu ciclo e quando fui ler alguns artigos em destaques, tinha vários incenvando o assassinato que é o aborto. Se você assim como eu é contra o assassinato de bebês indefesos não baixem este app",,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-02T02:56:51.909Z,5,5,,"Aplicativo muito eficiente, comecei a usar há apenas dois meses, mas estou gostando muito.",,,70.0,0,,,,,,
2022-08-11T15:44:28.723Z,5,5,,"Uso o App a 6 anos e amo, único contra é que as formas de pagamento pro Plus são muito limitadas.",,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-20T18:20:55.860Z,1,1,,Não estou conseguindo conectar com o meu Facebook o app notifica que o Facebook não tem um email cadastrado.,2022-07-21T10:14:51.659Z,"Olá, agradecemos o contato. Lamentamos saber que estejas a experienciar problemas para aceder a tua conta. A melhor forma de te podermos ajudar é através do contato em support.helloclue.com/hc/pt. Podes submeter um pedido e nós entraremos em contato contigo assim que possível. Espero ter ajudado. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-03T11:20:36.800Z,5,5,,"É um ótimo aplicativo, muito fácil de usar e é bem detalhado e explicado. Amo de verdade!!",,,70.0,0,,,,,,
2022-08-16T17:14:08.266Z,5,5,,"Aplicativo maravilhoso, já tenho a muitos anos e consigo acompanhar meu ciclo certinho, muito preciso.",,,70.0,0,vaf_phase1_personal_coaching,2,vaf_phase1_smart_scales,3,vaf_phase1_guide_exercise,2
2022-08-16T13:40:41.336Z,5,5,,"Eu amo, acho incrível como o app sempre se atualiza de acordo com o meu ciclo e geralmente está certo!!",,,70.0,0,,,,,,
2022-08-23T11:23:19.407Z,5,5,,App simples e prático de usar e entender. Me adaptei super bem e recomendo.,,,70.0,0,vaf_phase1_fitness_devices,1,vaf_phase1_voice_coach,3,vaf_phase1_workout_diary,3
2022-08-09T16:09:46.329Z,5,5,,"Esse aplicativo é fantástico, já baixei vários porém nenhum me agradou, mas esse ganhou meu coração, estou usando ele vai fazer 1 ano, sério recomendo de mais❤️❤️",,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-06T01:42:36.895Z,5,5,,"Excelente aplicativo, muito eficaz p controlar o dia certo da mesntruação.",,,70.0,0,,,,,,
2022-08-17T04:02:53.575Z,5,5,,"Uso clue a mais de 2 anos e sou mega satisfeita com os recursos que ele entrega, vale a pena pra mim ❤️❤️💘💕",,,70.0,0,vaf_never_display_ease_of_use,,vaf_never_display_ads_experience,,,
2022-08-27T22:03:01.810Z,2,2,,No começo era MT bom Mas agora ele não quer abrir o app para monitorar E não salva os dias q eu marquei,2022-08-30T14:07:07.958Z,"Olá, agradecemos o contato. Lamentamos saber que estejas a ter problemas técnicos no uso da nossa aplicação. A melhor forma de te podermos ajudar é através do contato em support.helloclue.com/hc/pt. Podes submeter um pedido e nós entraremos em contato contigo assim que possível. Espero ter ajudado. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-19T17:05:04.653Z,5,5,,"Estou gostando, forma interessante de controlar esses dias de incômodo.",,,70.0,0,,,,,,
2022-08-01T16:31:01.637Z,5,5,,"Muito bom, o app é ótimo pra quando está com viajem marcada e está com medo de descer...",,,70.0,0,vaf_never_display_easy_to_use,1,vaf_phase1_smart_scales,1,vaf_never_display_useful_notifications,1
2022-08-02T12:34:44.374Z,4,4,,"Amo o app, mas precisam colocar a opção de pílula de 24 dias com pausa de 4 dias!!",2022-08-03T12:05:07.110Z,"O feedback dos nossos utilizadores é muito importante para nós. Estamos constantemente à procura de formas de melhorar a nossa aplicação e agradecemos a tua sugestão. Teremos todo o prazer em transmiti-la à equipe relevante para consideração. Para mais ajuda, escreve-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-07-15T12:18:05.890Z,5,5,,Até agora tem me ajudado muito a entender as fases do meu ciclo e ter uma noção das datas.,,,70.0,0,,,,,,
2022-08-04T04:20:19.503Z,5,5,,"Muito boa a opção grátis, não testei a paga.",,,70.0,0,,,,,,
2022-07-27T21:12:08.367Z,5,5,,App muito bom para registrar os períodos menstruais. Ajuda no controle e armazenamento de informações,,,70.0,0,vaf_never_display_easy_to_use,1,vaf_never_display_make_you_happy,1,vaf_phase1_strength_training,3
2022-07-20T22:18:45.590Z,5,5,,"Guarda as informações de anos, muito seguro e não te obriga a pagar nada para utilizar as funções básicas.",,,70.0,0,vaf_never_display_visually_good,3,vaf_period_tracking,1,vaf_phase1_workout_diary,3
2022-07-25T17:05:34.600Z,5,5,,"o calendário realmente tá certo, oq já torna a experiência perfeita!! recomendo",,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-07-23T14:10:36.900Z,5,5,,"Aplicativo interativo, bem completo e fácil de usar!",,,70.0,0,,,,,,
2022-07-31T22:07:15.567Z,5,5,,"Perfeito! Ajuda muito a saber o sei ciclo menstrual, e é muito fácil de usar! Nota 10/10!",,,70.0,0,,,,,,
2022-07-25T02:25:54.578Z,5,5,,"Gosto muito do app,eu sou um garoto trans e esse aplicativo me ajuda muito, obrigada por esse trabalho. E o melhor e que não e só um app de menstruação e sim com curiosidade sobre pessoas lgbtqi+. Recomendo muito esse app.",,,70.0,0,vaf_phase1_offline_logging,3,vaf_phase1_fitness_devices,3,vaf_phase1_gps_tracking,2
2022-07-20T09:59:10.656Z,5,5,,"Tenho faz tempo esse aplicativo, eu gosto pq me fala certinho qdo vou ficar menstruada ,uma vez que parei de tomar anticoncepcional pq tive trombose a 3 anos, fiquei perdida de qdo iria descer pra mim. Foi qdo minha filha falou desse aplicativo que adorei e tenho até hoje. **Claro que não começo não era tão certeiro no dia que iria mestruar, mas agora acerta na mosca. Kkkk. Recomendo.",,,70.0,0,,,,,,
2022-08-09T00:12:55.870Z,5,5,,App perfeito para ajudar a controlar o ciclo.,,,70.0,0,vaf_phase1_strength_training,3,vaf_never_display_inappropriate_ads,2,vaf_phase1_personal_coaching,2
2022-08-08T07:49:45.298Z,5,5,,Ele me ajudar a ter um cronograma e é excelente .,,,70.0,0,,,,,,
2022-08-11T18:55:45.543Z,5,5,,"O app é pft, mas ele para de funcionar na hora de monitorar os sintomas",,,70.0,0,,,,,,
2022-08-07T03:57:56.617Z,2,2,,"Estou excluindo o aplicativo devido ao mesmo além de apoiar, incentiva o aborto. Eu sou contra.",,,70.0,0,,,,,,
2022-08-11T01:44:25.280Z,5,5,,É ótimo para melhor acompanhamento do ciclo.,,,70.0,0,vaf_never_display_positive_impact,1,vaf_phase1_fitness_devices,1,vaf_phase1_verbal_feedback,1
2022-07-29T20:58:35.818Z,3,3,,Não manda notificações e não marca meu período fertil no calendario mesmo eu selecionando pra mostrar,2022-08-02T09:41:08.832Z,"Olá, alguns dispositivos Android vêm com configurações ativas, que impedem que as notificações de alguns aplicativos funcionem corretamente. Uma solução simples seria verificares isto no teu dispositivo e observar se essa função está ativa. Para mais ajuda contata-nos diretamente através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-08-18T16:40:19.189Z,5,5,,"Um ótimo aplicativo consigo acompanhar meus períodos sem errro,super recomendo...obg",,,70.0,0,,,,,,
2022-07-22T23:21:27.641Z,4,4,,"Aplicativo muito bom, sempre acerta a data da minha proxima menstruação!",,,70.0,0,,,,,,
2022-08-23T02:36:45.243Z,4,4,,Ele e muito bom não tem anúncios sempre mim lembra quando vem dever . . . . .,,,70.0,0,,,,,,
2022-08-01T01:28:02.140Z,3,3,,"Era bom Antes do ""Plus"", quando não cobrava pra dar as mesmas informações que o google;)",2022-08-02T09:56:28.924Z,"Agradecemos o contato. Lamentamos saber que a aplicação Clue não tenha atingido as tuas expectativas. Procuramos sempre por melhorar, por isso gostaríamos de ouvir mais feedback da tua parte. Podes contactar-nos através de support.helloclue.com/hc/pt. Atenciosamente, Clue.",70.0,0,,,,,,
2022-07-30T16:30:15.817Z,5,5,,"Uso há anos! Já testei vários, esse é o melhor sem sombra de dúvidas",,,70.0,0,vaf_never_display_difficult_to_use,1,vaf_phase1_importing_recipes,2,vaf_phase1_3rd_party_music,2
2022-08-11T16:16:53.322Z,5,5,,Ajuda muito para você saber mais sobre seu ciclo e outras coisas também.,,,70.0,0,vaf_never_display_ads_experience,,vaf_never_display_ease_of_use,,,
2022-08-21T19:38:04.385Z,5,5,,"Ótimo aplicativo, com informações relevantes, recomendo",,,70.0,0,,,,,,
2022-08-05T02:08:18.132Z,5,5,,"Sempre usei ele ,muito certinho no dia de aviso gosto muito",,,70.0,0,vaf_never_display_difficult_to_use,2,vaf_phase1_smartwatch_support,2,vaf_phase1_offline_viewing,1
2022-08-21T13:58:47.389Z,5,5,,Muito bom. Fácil de usar e muito útil. Recomendo demais.,,,70.0,0,vaf_phase1_gps_tracking,3,vaf_phase1_real_time_following,3,vaf_never_display_meet_expectations,1
